#{"t_start": 1626100784.5870004, "env_id": "RoboSkateSegmentation-v0"}
r,l,t
235.358891,1000,62595.475715
218.381029,1000,62673.481476
128.329681,321,62698.910701
154.656544,1000,62778.12817
215.580391,1000,62857.069724
40.018228,1000,62934.077859
160.596175,286,62958.016098
242.404769,1000,63036.670098
68.687434,1000,63115.59189
141.557804,1000,63502.998639
218.31946,537,63545.584233
203.837589,1000,63624.530157
244.015437,555,63668.25541
200.88871,1000,63748.52836
280.37284,1000,63827.860118
273.044894,482,63865.497253
276.285854,1000,63944.525512
234.050854,1000,64022.922054
121.878687,367,64052.473398
157.94718,1000,64131.432054
151.749048,472,64168.788074
218.828846,1000,64248.669256
270.545799,1000,64636.40749
306.492973,1000,64714.20046
168.686146,235,64733.391187
88.654388,369,64761.969514
327.448543,1000,64839.959654
99.211829,1000,64918.483821
216.405754,1000,64995.696972
222.039423,905,65066.810481
362.940984,1000,65145.981958
105.448329,1000,65223.878265
152.059205,1000,65300.76233
115.750514,1000,65686.175058
218.625541,1000,65765.115827
185.578425,1000,65842.541971
163.2014,1000,65921.993416
9.896835,1000,65998.495138
84.10454,412,66031.49682
228.541622,1000,66109.52097
254.118523,946,66184.401084
151.913676,1000,66264.07583
226.719584,1000,66342.809929
319.280523,465,66380.318697
231.315827,1000,66766.876779
119.639249,1000,66844.902816
225.974155,1000,66924.152098
170.005291,1000,67002.89708
178.773253,1000,67081.787964
45.975439,1000,67161.135954
266.748351,1000,67240.12403
209.213372,1000,67319.064586
130.91619,175,67333.551564
276.351293,1000,67411.364443
211.074348,1000,67490.724927
256.423145,870,67868.618666
129.498957,1000,67947.254148
227.037568,1000,68026.415113
267.555155,1000,68104.805571
212.022944,1000,68189.09009
269.711463,1000,68273.198696
98.690817,317,68301.306458
341.079749,769,68370.043901
223.357525,1000,68459.632285
99.436731,1000,68549.27378
118.480106,1000,68641.318364
50.282586,1000,69092.397153
157.288246,1000,69183.132204
219.086776,694,69247.156113
344.072398,1000,69338.252004
193.647399,1000,69432.28372
304.732967,1000,69525.877292
249.873294,1000,69617.602299
254.491304,1000,69709.366749
249.281759,1000,69798.808806
173.4401,1000,69886.95631
123.723845,1000,70298.908956
263.597906,1000,70392.465856
157.087495,1000,70485.214996
259.808029,1000,70577.409143
125.724537,1000,70672.230347
179.374961,1000,70764.469657
203.538942,1000,70852.102601
104.207485,1000,70938.948703
279.258912,1000,71025.062077
312.341637,1000,71112.510316
94.164706,1000,71547.598808
128.506936,224,71569.657225
280.329285,1000,71661.747382
236.234599,1000,71748.333342
250.25798,1000,71838.813656
278.612693,1000,71931.670121
281.475181,1000,72024.548741
182.644958,925,72112.169345
139.818113,1000,72199.910898
265.24189,1000,72292.760868
275.656693,1000,72385.554365
137.255221,952,72840.853191
92.537295,1000,72934.152232
216.999518,1000,73028.076019
122.775118,1000,73120.652905
196.738363,1000,73207.784193
92.225664,1000,73294.984457
231.671438,1000,73385.0442
110.436237,1000,73477.541642
263.361224,1000,73572.13688
296.443869,1000,73664.061975
114.602378,1000,74127.104569
146.460946,1000,74221.724142
92.200833,1000,74311.615425
6.201398,904,74395.323421
236.062524,1000,74488.77985
159.015951,1000,74582.281348
297.9699,1000,74673.980212
186.339273,1000,74765.236195
235.165197,1000,74856.8539
222.533622,500,74905.030101
280.857878,1000,74996.135463
251.170861,1000,75411.610252
213.140575,1000,75505.53086
184.813518,1000,75599.544344
204.594774,1000,75689.27514
243.924626,1000,75780.739252
154.629298,1000,75874.156139
243.604611,1000,75965.77799
238.612762,1000,76060.695881
305.688136,1000,76152.78252
101.635665,1000,76247.140197
163.535339,598,76636.296603
228.797185,1000,76730.277112
241.626843,1000,76822.767256
159.810179,1000,76914.444556
238.276948,316,76944.217476
211.732669,1000,77036.303794
139.583976,1000,77127.492901
150.516334,1000,77220.155649
261.578547,1000,77315.326899
147.828955,1000,77408.672002
125.608422,255,77433.22121
251.020351,1000,77526.952668
246.082048,1000,77986.248815
95.391179,1000,78073.086268
231.392742,1000,78159.207062
108.91978,1000,78244.908991
227.005684,1000,78332.093691
109.450451,1000,78418.395542
142.922974,1000,78504.084562
227.409621,1000,78591.792591
125.912019,1000,78677.389859
303.337346,1000,78768.020865
326.059496,1000,79226.215605
207.343692,1000,79316.744722
200.537667,1000,79410.35324
323.521045,1000,79502.178315
92.145502,1000,79594.442625
281.444053,1000,79684.623904
124.54791,1000,79777.742201
236.594487,1000,79868.810271
75.584351,490,79911.542183
247.160857,1000,80003.129069
241.858925,1000,80464.066294
77.053095,1000,80555.497803
210.200603,1000,80643.5075
186.948411,1000,80736.682723
118.317304,1000,80829.265045
116.767904,1000,80916.956716
104.27285,1000,81010.236463
217.054884,1000,81100.57192
257.926509,436,81140.507126
269.014645,1000,81230.248623
249.047162,1000,81316.655265
300.589492,1000,81711.094411
158.796552,1000,81801.327437
235.394828,1000,81893.214278
155.391147,1000,81982.94016
244.515212,1000,82069.409512
124.791995,1000,82160.925365
154.142789,1000,82253.243719
194.087009,1000,82344.454551
199.221041,453,82384.747916
367.296014,1000,82474.109164
162.491724,191,82491.453652
151.717428,372,82524.464456
131.928026,1000,82952.295837
125.943858,684,83014.409687
-39.046704,1000,83109.712281
79.76541,247,83132.936554
178.074257,1000,83223.774041
240.9642,1000,83315.486578
174.039892,1000,83409.178103
136.602171,1000,83494.283414
322.793013,1000,83585.591284
296.342459,1000,83675.847802
265.101914,1000,83768.023918
270.241957,1000,84213.1728
213.482767,1000,84305.997684
160.0521,1000,84398.60592
108.638947,1000,84490.388209
236.417971,835,84565.157119
245.364914,303,84591.564637
259.180451,1000,84682.627019
233.238279,1000,84777.382135
198.518776,1000,84869.944046
226.738445,1000,84963.110776
422.639376,1000,85056.775692
176.755721,1000,85514.936852
213.852612,1000,85607.342219
291.786597,1000,85697.948348
235.240304,543,85747.721905
235.99486,1000,85832.657135
232.720691,511,85881.055092
101.70975,1000,85972.730832
273.584082,553,86023.15775
85.152752,1000,86113.210274
179.446387,1000,86208.575716
274.476459,1000,86298.307164
279.901694,1000,86740.262632
170.906503,813,86816.470047
290.99409,1000,86905.767924
238.843732,1000,86995.731944
225.785495,1000,87086.057835
356.886974,1000,87177.534902
267.140799,1000,87268.74032
268.798813,1000,87360.835119
339.347419,1000,87451.166881
260.275757,1000,87544.157156
62.460396,1000,87953.052789
124.793939,635,88009.370255
101.536249,1000,88100.040927
279.922993,1000,88192.408156
55.725439,1000,88283.432676
157.498852,1000,88376.715707
96.544282,1000,88469.6705
291.041549,1000,88559.856978
252.155211,1000,88654.435845
254.334763,1000,88746.534563
45.833753,409,88783.244425
254.5727,1000,89202.79841
253.595701,1000,89293.619257
-20.507817,612,89347.800624
295.95676,1000,89434.88382
131.993479,1000,89522.71595
264.784919,1000,89613.398721
285.299733,1000,89704.966326
123.245655,1000,89796.720872
175.168668,1000,89888.123197
181.795324,1000,89980.146568
112.343514,1000,90072.96793
230.379882,1000,90511.697026
223.793541,1000,90599.239502
200.930741,1000,90687.38005
268.01038,1000,90778.460303
204.385478,1000,90869.516298
118.095048,1000,90959.681106
31.590812,912,91045.028635
251.744986,1000,91134.402039
165.657178,284,91162.17087
108.002049,388,91197.550983
197.018548,1000,91289.552559
134.288281,746,91717.092652
314.052097,1000,91810.741464
107.182304,1000,91905.66652
255.835367,1000,91997.327877
162.923578,653,92054.562932
287.732523,1000,92143.638146
345.082869,1000,92235.304031
268.053092,1000,92326.097574
171.046218,541,92376.45282
87.602963,1000,92466.244628
267.344772,415,92504.962249
91.020936,1000,92597.146363
290.004826,1000,93056.652454
294.676719,1000,93149.420416
213.709323,1000,93243.068548
65.467299,835,93322.063926
79.7192,1000,93409.340685
270.139687,1000,93495.280215
128.466728,717,93558.006677
103.183827,1000,93643.562687
427.107118,1000,93729.981991
302.566675,1000,93819.758781
